ID_Cliente,Gasto_Total,Frecuencia_Compra,Valor_Promedio_Pedido,Dias_Ultima_Compra,Ingreso_Anual,Region
101363,3299,55,59.98,75,134696,Centro
101364,2275,17,133.82,74,86309,Sur
101365,234,2,117,68,77325,Norte
101366,5065,56,90.45,86,64239,Oeste
101367,1086,7,155.14,91,79083,Centro
101368,1240,16,77.5,67,91229,Sur
101369,4218,66,63.91,76,38797,Centro
101370,5414,60,90.23,86,30000,Centro
101371,778,13,59.85,81,83258,Centro
101372,5975,59,101.27,74,34660,Sur
101373,1886,35,53.89,68,97791,Sur
101374,4588,75,61.17,74,135455,Norte
101375,4125,31,133.06,65,66811,Norte
101376,229,2,114.5,69,79979,Oeste
101377,2147,28,76.68,80,104625,Oeste
101378,2057,18,114.28,78,30000,Sur
101379,2213,19,116.47,78,95960,Este
101380,887,9,98.56,82,81366,Oeste
101381,6987,81,86.26,66,50582,Sur
101382,228,4,57,82,55096,Oeste
101383,4078,40,101.95,94,155704,Este
101384,2875,27,106.48,72,74024,Norte
101385,2561,20,128.05,82,30000,Oeste
101386,585,5,117,90,51288,Este
101387,2692,37,72.76,70,68984,Centro
101388,1037,10,103.7,68,149415,Norte
101389,1594,13,122.62,67,80700,Centro
101390,670,9,74.44,87,30000,Centro
101391,643,7,91.86,83,53070,Norte
101392,2637,56,47.09,73,43763,Norte
101393,2496,19,131.37,79,137807,Norte
101394,8558,58,147.55,67,90754,Sur
101395,842,6,140.33,77,73033,Centro
101396,100,1,100,89,46320,Este
101397,7249,149,48.65,82,73697,Sur
101398,4061,91,44.63,79,35653,Norte
101399,2826,32,88.31,63,38716,Norte
101400,1158,23,50.35,66,129126,Centro
101401,13116,272,48.22,70,37050,Este
101402,996,10,99.6,67,30000,Sur
101403,2038,41,49.71,79,100847,Este
101404,5649,47,120.19,81,97061,Norte
101405,2176,44,49.45,73,82670,Centro
101406,1974,38,51.95,88,30000,Centro
101407,1092,12,91,87,55413,Centro
101408,2672,34,78.59,80,110842,Este
101409,467,4,116.75,70,42929,Oeste
101410,2851,47,60.66,62,61565,Este
101411,807,6,134.5,82,30000,Norte
101412,1871,17,110.06,76,126284,Norte
101413,2801,22,127.32,83,79300,Norte
101414,8096,67,120.84,63,142835,Este
101415,333,4,83.25,75,108820,Norte
101416,3273,59,55.47,67,53576,Centro
101417,714,11,64.91,73,87245,Este
101418,307,4,76.75,80,139749,Norte
101419,575,8,71.88,72,40533,Centro
101420,841,20,42.05,84,67733,Sur
101421,233,2,116.5,78,75127,Centro
101422,2775,33,84.09,80,33223,Oeste
101423,1010,9,112.22,96,30000,Centro
101424,888,10,88.8,98,38253,Sur
101425,4417,47,93.98,73,30000,Norte
101426,2684,34,78.94,82,108049,Centro
101427,1630,26,62.69,85,129863,Centro
101428,1485,13,114.23,72,87397,Sur
101429,915,7,130.71,73,114671,Sur
101430,458,10,45.8,75,30000,Norte
101431,748,8,93.5,82,40614,Sur
101432,18482,129,143.27,66,64570,Sur
101433,367,5,73.4,90,95442,Este
101434,1065,18,59.17,74,123626,Sur
101435,9047,113,80.06,66,30000,Oeste
101436,905,12,75.42,77,30000,Norte
101437,1020,11,92.73,80,99500,Oeste
101438,480,7,68.57,85,128216,Este
101439,4337,32,135.53,51,154694,Este
101440,3281,24,136.71,83,106496,Norte
101441,2706,27,100.22,78,30585,Norte
101442,97899,709,138.08,66,62084,Este
101443,11598,208,55.76,88,32411,Norte
101444,3716,39,95.28,89,70787,Oeste
101445,347,3,115.67,66,91924,Centro
101446,1689,42,40.21,101,80485,Norte
101447,7113,111,64.08,79,86644,Norte
101448,483,4,120.75,86,52715,Norte
101449,562,14,40.14,88,30000,Norte
101450,24984,210,118.97,72,30000,Norte
101451,4062,30,135.4,69,61630,Norte
101452,2448,44,55.64,74,87869,Centro
101453,12123,98,123.7,68,48643,Sur
101454,85,1,85,82,86991,Centro
101455,7995,78,102.5,86,59563,Oeste
101456,1379,16,86.19,77,58562,Oeste
101457,2597,62,41.89,76,88178,Norte
101458,4627,50,92.54,83,77627,Norte
101459,24927,413,60.36,71,30000,Oeste
101460,295,2,147.5,77,103424,Centro
101461,755,7,107.86,75,30958,Este
101462,1057,19,55.63,71,107448,Norte
101463,11245,255,44.1,82,118430,Oeste
101464,139,1,139,64,118163,Norte
101465,2840,37,76.76,73,100807,Centro
101466,768,9,85.33,69,136768,Este
101467,8003,117,68.4,83,30000,Centro
101468,1384,10,138.4,71,95680,Norte
101469,1110,7,158.57,84,99552,Centro
101470,3521,64,55.02,77,176971,Sur
101471,4268,41,104.1,70,30000,Centro
101472,571,6,95.17,74,83773,Este
101473,2949,31,95.13,71,38656,Centro
101474,467,7,66.71,74,56857,Centro
101475,1288,10,128.8,96,67977,Norte
101476,1096,11,99.64,76,30000,Centro
101477,788,12,65.67,67,146851,Centro
101478,826,10,82.6,73,58145,Norte
101479,505,5,101,74,30000,Norte
101480,3160,50,63.2,91,111813,Norte
101481,14082,136,103.54,66,68123,Centro
101482,10273,141,72.86,65,127047,Oeste
101483,18089,229,78.99,75,36545,Norte
101484,5823,53,109.87,78,75782,Norte
101485,1183,8,147.88,75,107625,Norte
101486,4509,88,51.24,64,110615,Norte
101487,2774,27,102.74,80,65127,Centro
101488,23685,325,72.88,70,88145,Sur
101489,28241,202,139.81,66,54070,Este
101490,10583,98,107.99,83,128148,Sur
101491,1859,18,103.28,85,131581,Este
101492,991,17,58.29,79,97938,Oeste
101493,4722,47,100.47,59,107200,Norte
101494,3948,77,51.27,80,30000,Norte
101495,315,3,105,85,65453,Este
101496,5724,102,56.12,89,86814,Centro
101497,386,3,128.67,81,65805,Centro
101498,825,7,117.86,75,72013,Sur
101499,5962,41,145.41,66,65311,Sur
101500,1758,22,79.91,70,97988,Centro
101501,399,3,133,101,104228,Este
101502,477,11,43.36,66,60538,Este
101503,130,2,65,75,123938,Este
101504,7855,79,99.43,84,62128,Este
101505,11669,112,104.19,78,68370,Sur
101506,1362,11,123.82,90,30000,Norte
101507,2256,23,98.09,83,30000,Este
101508,826,9,91.78,76,93928,Oeste
101509,5315,58,91.64,65,46813,Centro
101510,795,7,113.57,71,93230,Norte
101511,7196,61,117.97,78,83733,Centro
101512,6048,117,51.69,86,30000,Sur
101513,2908,24,121.17,74,30000,Norte
101514,3486,26,134.08,80,80128,Centro
101515,1433,10,143.3,69,30000,Norte
101516,6916,85,81.36,73,81192,Oeste
101517,153,1,153,73,30000,Norte
101518,3396,45,75.47,82,113859,Centro
101519,2173,33,65.85,64,74111,Sur
101520,1291,10,129.1,59,30000,Centro
101521,403,6,67.17,71,102132,Centro
101522,4001,27,148.19,67,46532,Oeste
101523,1480,33,44.85,86,124799,Sur
101524,3415,43,79.42,89,78622,Norte
101525,1322,18,73.44,72,89967,Norte
101526,603,5,120.6,74,30000,Sur
101527,5423,41,132.27,69,62306,Norte
101528,204,2,102,67,50378,Centro
101529,838,6,139.67,80,74232,Sur
101530,12172,215,56.61,82,56065,Centro
101531,274,4,68.5,85,84629,Centro
101532,429,4,107.25,77,88685,Norte
101533,1858,15,123.87,65,158681,Sur
101534,1472,16,92,67,77520,Sur
101535,915,9,101.67,85,136455,Oeste
101536,648,14,46.29,71,53495,Norte
101537,410,3,136.67,83,130281,Oeste
101538,1397,10,139.7,77,93063,Sur
101539,1289,16,80.56,80,45790,Norte
101540,543,6,90.5,70,113354,Oeste
101541,3524,34,103.65,68,37290,Centro
101542,670,16,41.88,78,42534,Centro
101543,1223,21,58.24,77,30000,Norte
101544,702,7,100.29,93,30000,Este
101545,845,9,93.89,70,74063,Sur
101546,4304,31,138.84,73,75056,Sur
101547,5027,39,128.9,66,55374,Oeste
101548,3648,61,59.8,65,121385,Centro
101549,244,2,122,72,54283,Norte
101550,4975,101,49.26,69,93686,Oeste
101551,1414,12,117.83,105,30000,Centro
101552,1194,19,62.84,71,89756,Centro
101553,1585,11,144.09,76,51012,Centro
101554,1672,15,111.47,61,61728,Norte
101555,493,4,123.25,95,77551,Norte
101556,6937,53,130.89,89,84598,Centro
101557,870,11,79.09,87,37279,Centro
101558,737,15,49.13,86,79996,Sur
101559,5518,53,104.11,82,126412,Oeste
101560,490,5,98,72,100073,Norte
101561,4105,42,97.74,82,45680,Oeste
101562,1702,16,106.38,88,37393,Centro
101563,2099,15,139.93,86,83412,Este
101564,640,4,160,81,30000,Norte
101565,186,2,93,81,57629,Sur
101566,3944,85,46.4,70,127401,Sur
101567,425,3,141.67,66,70168,Centro
101568,650,5,130,62,52746,Norte
101569,2289,18,127.17,78,70669,Sur
101570,775,13,59.62,75,85746,Norte
101571,10882,127,85.69,77,30000,Centro
101572,769,14,54.93,76,161519,Sur
101573,9646,158,61.05,73,30000,Centro
101574,1383,17,81.35,86,37572,Centro
101575,604,7,86.29,81,64313,Sur
101576,1192,13,91.69,78,30000,Este
101577,1060,26,40.77,90,50197,Este
101578,2722,33,82.48,89,44937,Norte
101579,3828,55,69.6,82,55040,Norte
101580,11915,106,112.41,79,30000,Norte
101581,619,5,123.8,77,152109,Este
101582,9615,209,46,92,107684,Este
101583,3431,86,39.9,68,151978,Este
101584,5633,82,68.7,83,134970,Centro
101585,33,1,33,83,90021,Norte
101586,1813,15,120.87,76,70817,Centro
101587,875,7,125,82,161818,Norte
101588,1918,15,127.87,69,99999,Norte
101589,7149,58,123.26,81,115116,Este
101590,10743,180,59.68,92,43245,Centro
101591,4462,92,48.5,86,75833,Norte
101592,361,3,120.33,83,133698,Centro
101593,3770,90,41.89,62,30000,Norte
101594,3354,40,83.85,84,53290,Norte
101595,737,5,147.4,86,60348,Norte
101596,178,1,178,82,75646,Norte
101597,2146,15,143.07,71,89118,Sur
101598,732,11,66.55,73,30000,Norte
101599,959,12,79.92,66,55548,Norte
101600,2367,18,131.5,80,105773,Centro
101601,720,14,51.43,72,66125,Norte
101602,1677,19,88.26,79,30000,Este
101603,399,3,133,79,65304,Centro
101604,1175,20,58.75,73,127183,Norte
101605,1182,22,53.73,86,57856,Norte
101606,2647,36,73.53,90,30000,Centro
101607,6899,112,61.6,69,104456,Sur
101608,708,5,141.6,75,43374,Oeste
101609,7995,60,133.25,76,30000,Sur
101610,5761,51,112.96,73,61366,Oeste
101611,178,1,178,73,36591,Centro
101612,2588,34,76.12,78,49834,Centro
101613,5957,125,47.66,74,42047,Oeste
101614,1668,12,139,61,64878,Norte
101615,1340,10,134,86,30000,Centro
101616,1624,14,116,81,109728,Centro
101617,436,3,145.33,81,41881,Sur
101618,1713,26,65.88,76,86053,Norte
101619,12885,97,132.84,85,30000,Centro
101620,1285,11,116.82,81,65267,Sur
101621,7149,86,83.13,69,186479,Centro
101622,339,5,67.8,70,94671,Centro
101623,7283,73,99.77,67,111332,Este
101624,4826,73,66.11,71,72200,Centro
101625,812,6,135.33,79,30569,Centro
101626,487,4,121.75,93,101810,Norte
101627,304,2,152,73,63021,Sur
101628,464,4,116,80,61592,Centro
101629,1521,15,101.4,68,86375,Sur
101630,473,3,157.67,88,119288,Oeste
101631,5812,47,123.66,69,78756,Este
101632,6631,51,130.02,76,78002,Sur
101633,1314,17,77.29,91,60606,Sur
101634,1920,24,80,71,111445,Este
101635,5129,52,98.63,67,148193,Este
101636,741,17,43.59,83,142694,Norte
101637,268,2,134,68,87834,Centro
101638,497,8,62.12,69,79697,Sur
101639,3529,26,135.73,93,101401,Norte
101640,7772,62,125.35,78,93522,Oeste
101641,4191,30,139.7,88,109993,Norte
101642,1295,9,143.89,77,123360,Centro
101643,3216,28,114.86,89,89336,Centro
101644,914,13,70.31,66,98314,Norte
101645,969,7,138.43,58,117462,Norte
101646,830,9,92.22,94,140669,Oeste
101647,1382,12,115.17,75,74273,Norte
101648,341,2,170.5,75,81281,Norte
101649,1396,11,126.91,78,33049,Este
101650,1243,9,138.11,85,30000,Centro
101651,1560,13,120,74,90227,Este
101652,443,9,49.22,69,47439,Norte
101653,1648,15,109.87,69,76794,Norte
101654,2501,17,147.12,75,103147,Oeste
101655,1128,12,94,70,73909,Sur
101656,5229,57,91.74,65,113140,Sur
101657,912,22,41.45,74,94985,Norte
101658,2301,40,57.52,73,48875,Norte
101659,2450,21,116.67,86,125292,Centro
101660,3200,73,43.84,75,45445,Sur
101661,2183,17,128.41,71,109410,Centro
101662,904,14,64.57,71,30000,Norte
101663,318,3,106,65,54945,Sur
101664,1553,30,51.77,74,57558,Oeste
101665,528,6,88,71,128761,Centro
101666,3262,22,148.27,83,40888,Este
101667,4104,47,87.32,54,113296,Norte
101668,13206,93,142,73,130041,Centro
101669,2429,48,50.6,75,89219,Sur
101670,144,3,48,84,30000,Este
101671,1098,13,84.46,95,60499,Centro
101672,2628,45,58.4,87,80979,Sur
101673,15880,122,130.16,79,67811,Centro
101674,1817,16,113.56,72,33386,Norte
101675,744,18,41.33,54,44511,Sur
101676,2914,28,104.07,65,30000,Este
101677,1249,16,78.06,65,44378,Este
101678,17556,129,136.09,75,73861,Centro
101679,3742,40,93.55,93,120948,Norte
101680,3616,24,150.67,89,78386,Centro
101681,2163,53,40.81,87,30000,Norte
101682,1363,19,71.74,81,59255,Norte
101683,326,4,81.5,83,90230,Centro
101684,848,17,49.88,71,122625,Centro
101685,1812,29,62.48,92,45057,Centro
101686,701,5,140.2,76,30000,Sur
101687,867,13,66.69,62,125446,Centro
101688,21304,230,92.63,75,160540,Centro
101689,4203,42,100.07,74,68402,Centro
101690,1115,12,92.92,64,41432,Sur
101691,407,3,135.67,73,49942,Oeste
101692,4850,42,115.48,75,62457,Centro
101693,1177,10,117.7,75,31161,Sur
101694,955,13,73.46,83,144113,Sur
101695,385,6,64.17,84,131945,Centro
101696,274,3,91.33,73,30000,Oeste
101697,3223,41,78.61,74,74887,Este
101698,492,4,123,82,83798,Norte
101699,4040,72,56.11,71,71163,Este
101700,8477,108,78.49,74,30000,Norte
101701,4168,96,43.42,67,82025,Norte
101702,3590,26,138.08,72,94405,Este
101703,8387,154,54.46,89,69474,Sur
101704,554,5,110.8,80,30000,Norte
101705,3640,44,82.73,70,95511,Sur
101706,1937,14,138.36,79,47055,Este
101707,1187,24,49.46,78,181768,Este
101708,36040,271,132.99,96,83509,Oeste
101709,11558,109,106.04,94,133028,Oeste
101710,548,13,42.15,69,72665,Oeste
101711,1209,13,93,74,97086,Sur
101712,604,14,43.14,74,76093,Sur
101713,1013,10,101.3,66,78134,Sur
101714,1849,13,142.23,85,30000,Centro
101715,15610,149,104.77,72,69429,Sur
101716,1319,15,87.93,55,42653,Sur
101717,575,4,143.75,89,162159,Este
101718,32367,771,41.98,76,144212,Norte
101719,5403,45,120.07,81,106253,Centro
101720,272,4,68,97,110960,Centro
101721,4159,30,138.63,72,107176,Sur
101722,967,15,64.47,73,60291,Centro
101723,763,13,58.69,77,96871,Este
101724,5106,41,124.54,78,107422,Norte
101725,3721,44,84.57,94,153339,Norte
101726,21368,250,85.47,89,117835,Norte
101727,5680,91,62.42,64,82374,Norte
101728,891,10,89.1,72,42760,Sur
101729,840,8,105,72,105200,Norte
101730,2743,46,59.63,78,30000,Este
101731,5393,47,114.74,75,32303,Centro
101732,1442,13,110.92,74,74122,Norte
101733,1166,10,116.6,69,123430,Centro
101734,3447,26,132.58,72,101441,Norte
101735,4533,45,100.73,83,101288,Centro
101736,843,7,120.43,84,44086,Este
101737,2038,18,113.22,79,69811,Este
101738,206,4,51.5,77,30000,Oeste
101739,1276,25,51.04,85,30000,Oeste
101740,3735,35,106.71,76,35461,Norte
101741,1238,9,137.56,59,100748,Norte
101742,715,7,102.14,72,52542,Este
101743,742,13,57.08,60,37072,Este
101744,478,7,68.29,72,30000,Norte
101745,9633,93,103.58,83,95323,Centro
101746,4152,39,106.46,73,40543,Norte
101747,4444,52,85.46,71,32922,Norte
101748,10817,75,144.23,71,185405,Sur
101749,8930,142,62.89,89,78040,Centro
101750,1828,23,79.48,79,97150,Centro
101751,679,13,52.23,58,30000,Centro
101752,2048,20,102.4,71,30546,Norte
101753,1779,25,71.16,86,83788,Centro
101754,1767,13,135.92,76,30000,Este
101755,1274,9,141.56,74,105448,Centro
101756,3997,27,148.04,81,30000,Centro
101757,4511,90,50.12,91,33599,Este
101758,2108,14,150.57,70,74894,Este
101759,501,11,45.55,72,52430,Centro
101760,14261,133,107.23,73,59925,Sur
101761,701,11,63.73,81,103499,Centro
101762,385,4,96.25,77,75856,Centro
101763,597,13,45.92,78,80447,Centro
101764,518,5,103.6,69,30000,Centro
101765,4459,49,91,81,79131,Norte
101766,875,10,87.5,78,38609,Sur
101767,1670,16,104.38,78,102582,Este
101768,1843,21,87.76,75,102487,Sur
101769,645,7,92.14,91,140636,Norte
101770,432,4,108,66,30000,Este
101771,13914,132,105.41,81,56581,Oeste
101772,608,6,101.33,72,93255,Norte
101773,4953,40,123.83,94,90537,Centro
101774,1123,15,74.87,68,30000,Norte
101775,984,10,98.4,74,121851,Centro
101776,3177,22,144.41,78,74375,Norte
101777,695,7,99.29,83,99731,Centro
101778,5354,40,133.85,81,56595,Este
101779,6694,139,48.16,80,59181,Este
101780,1830,13,140.77,102,143627,Oeste
101781,6829,115,59.38,69,72044,Norte
101782,1701,22,77.32,78,69960,Norte
101783,2143,31,69.13,73,55157,Oeste
101784,451,4,112.75,71,71507,Norte
101785,256,4,64,81,61958,Oeste
101786,804,7,114.86,65,86506,Centro
101787,1255,21,59.76,73,72941,Norte
101788,791,6,131.83,78,154037,Sur
101789,390,5,78,84,30000,Centro
101790,6168,104,59.31,78,93767,Este
101791,1093,15,72.87,91,134726,Centro
101792,2927,30,97.57,85,138633,Sur
101793,2793,24,116.38,75,79556,Norte
101794,4689,52,90.17,69,154993,Este
101795,5149,45,114.42,78,30000,Este
101796,7408,63,117.59,76,61331,Sur
101797,8017,70,114.53,61,54680,Sur
101798,453,3,151,95,68805,Sur
101799,6074,62,97.97,74,110754,Norte
101800,2628,25,105.12,81,92022,Norte
101801,348,2,174,58,105965,Norte
101802,2334,31,75.29,67,36545,Centro
101803,210,4,52.5,92,119611,Sur
101804,294,3,98,66,30000,Centro
101805,1297,9,144.11,82,93576,Norte
101806,2012,19,105.89,82,33745,Sur
101807,6527,134,48.71,81,84484,Sur
101808,462,4,115.5,75,54716,Oeste
101809,331,2,165.5,75,52791,Sur
101810,55,1,55,63,65055,Norte
101811,5053,48,105.27,78,86360,Sur
101812,1170,14,83.57,67,59923,Oeste
101813,17400,125,139.2,90,50871,Este
101814,3544,26,136.31,74,91431,Sur
101815,50,1,50,73,31422,Centro
101816,671,10,67.1,78,56497,Centro
101817,156,1,156,84,117565,Este
101818,1659,18,92.17,81,83158,Este
101819,1139,28,40.68,75,30000,Centro
101820,5517,61,90.44,80,30000,Norte
101821,1721,23,74.83,80,125875,Centro
101822,1312,28,46.86,70,67507,Norte
101823,1984,16,124,78,76883,Oeste
101824,865,9,96.11,64,30000,Este
101825,4229,50,84.58,82,87512,Sur
101826,451,4,112.75,82,30000,Este
101827,251,3,83.67,71,41864,Norte
101828,9921,96,103.34,86,92475,Centro
101829,738,7,105.43,72,61034,Este
101830,4356,54,80.67,63,30000,Norte
101831,2836,31,91.48,59,129269,Este
101832,4312,50,86.24,80,90216,Centro
101833,2225,26,85.58,83,37652,Norte
101834,1834,13,141.08,74,93250,Norte
101835,12670,117,108.29,72,72305,Este
101836,11006,74,148.73,77,32620,Norte
101837,4385,39,112.44,78,111821,Sur
101838,254,2,127,63,156966,Sur
101839,715,7,102.14,61,66682,Este
101840,7351,88,83.53,91,41073,Sur
101841,3819,41,93.15,85,47368,Centro
101842,623,12,51.92,64,142186,Sur
101843,4136,74,55.89,74,103094,Este
101844,2084,15,138.93,73,30000,Este
101845,2086,30,69.53,89,67625,Centro
101846,613,7,87.57,61,123765,Centro
101847,289,2,144.5,56,33388,Este
101848,1528,12,127.33,75,30000,Sur
101849,6062,45,134.71,67,30000,Sur
101850,1947,18,108.17,72,103190,Centro
101851,478,5,95.6,76,121199,Centro
101852,2086,33,63.21,63,100334,Oeste
101853,345,5,69,70,127279,Centro
101854,412,3,137.33,73,38824,Centro
101855,3111,43,72.35,73,97508,Centro
101856,1104,21,52.57,86,53801,Este
101857,124,3,41.33,76,62114,Sur
101858,1088,8,136,68,74462,Sur
101859,663,6,110.5,80,118198,Norte
101860,345,4,86.25,62,59474,Centro
101861,716,7,102.29,67,36230,Norte
101862,948,13,72.92,81,142789,Centro
101863,5622,42,133.86,73,78707,Centro
101864,1791,19,94.26,78,30000,Norte
101865,897,17,52.76,80,116607,Sur
101866,4021,35,114.89,60,70735,Centro
101867,13579,158,85.94,75,59138,Centro
101868,1960,13,150.77,76,38756,Este
101869,931,18,51.72,87,116956,Norte
101870,3946,31,127.29,73,105306,Sur
101871,1700,29,58.62,68,109992,Oeste
101872,252,5,50.4,73,75820,Norte
101873,131,1,131,78,63396,Centro
101874,622,5,124.4,72,121030,Norte
101875,678,5,135.6,75,81137,Centro
101876,5552,53,104.75,101,30000,Este
101877,111,1,111,73,30000,Sur
101878,475,4,118.75,78,50767,Norte
101879,1151,11,104.64,66,131858,Centro
101880,313,2,156.5,87,74434,Centro
101881,509,5,101.8,97,73203,Este
101882,449,10,44.9,77,108378,Sur
101883,2944,51,57.73,74,57749,Centro
101884,125,1,125,75,46371,Sur
101885,2767,21,131.76,62,71197,Este
101886,6705,51,131.47,81,92747,Este
101887,3556,36,98.78,75,82766,Sur
101888,272,2,136,82,133859,Sur
101889,2823,22,128.32,85,81625,Centro
101890,3345,37,90.41,76,73498,Sur
101891,8698,60,144.97,79,85325,Sur
101892,656,6,109.33,72,115221,Norte
101893,1658,34,48.76,77,43390,Este
101894,11649,144,80.9,70,103259,Centro
101895,6557,100,65.57,65,66435,Norte
101896,3435,49,70.1,75,96540,Centro
101897,4033,47,85.81,72,120521,Este
101898,630,8,78.75,79,110127,Sur
101899,444,6,74,63,106884,Centro
101900,112,2,56,67,61376,Sur
101901,4724,71,66.54,79,102236,Oeste
101902,6059,105,57.7,91,59234,Sur
101903,495,11,45,70,83589,Sur
101904,72,1,72,62,108931,Sur
101905,24973,580,43.06,80,59981,Centro
101906,993,12,82.75,85,131281,Sur
101907,2703,33,81.91,83,100889,Sur
101908,326,4,81.5,71,59251,Norte
101909,1606,40,40.15,82,54598,Norte
101910,1975,15,131.67,74,81917,Sur
101911,556,5,111.2,79,61112,Este
101912,1094,22,49.73,72,83119,Sur
101913,394,4,98.5,87,117284,Sur
101914,3142,25,125.68,91,123703,Sur
101915,10659,249,42.81,81,53168,Este
101916,3718,41,90.68,82,36077,Centro
101917,6134,68,90.21,82,81989,Norte
101918,246,3,82,66,100907,Este
101919,1534,13,118,104,97988,Este
101920,2194,31,70.77,68,100367,Norte
101921,394,4,98.5,84,48829,Centro
101922,678,17,39.88,63,30000,Oeste
101923,3844,54,71.19,84,30000,Norte
101924,1095,8,136.88,86,55356,Norte
101925,646,5,129.2,83,151848,Este
101926,9737,130,74.9,71,92057,Sur
101927,865,10,86.5,67,90823,Centro
101928,288,2,144,65,52763,Oeste
101929,936,7,133.71,70,95089,Centro
101930,4877,70,69.67,93,30000,Centro
101931,566,6,94.33,69,50919,Este
101932,1586,32,49.56,92,53563,Sur
101933,322,3,107.33,97,123515,Sur
101934,554,5,110.8,87,56234,Norte
101935,4003,32,125.09,66,35136,Sur
101936,497,9,55.22,70,58682,Centro
101937,85,1,85,76,41384,Centro
101938,1347,9,149.67,80,77021,Sur
101939,796,15,53.07,71,100245,Este
101940,147,3,49,83,71953,Centro
101941,497,5,99.4,67,30000,Oeste
101942,17265,231,74.74,74,77723,Centro
101943,3515,27,130.19,76,129680,Este
101944,3256,26,125.23,74,99646,Este
101945,3617,32,113.03,76,30000,Norte
101946,8479,57,148.75,80,62333,Centro
101947,968,14,69.14,68,82142,Sur
101948,950,7,135.71,61,87257,Este
101949,376,4,94,76,87844,Oeste
101950,1116,13,85.85,79,104694,Norte
101951,1180,23,51.3,64,85111,Este
101952,2410,37,65.14,80,121444,Norte
101953,1548,15,103.2,69,30000,Este
101954,185,1,185,79,50436,Sur
101955,9933,74,134.23,80,90979,Centro
101956,1395,21,66.43,70,111589,Centro
101957,2379,17,139.94,67,107710,Norte
101958,187,3,62.33,69,67722,Sur
101959,492,4,123,74,79401,Norte
101960,706,7,100.86,60,30000,Este
101961,4312,64,67.38,71,30000,Oeste
101962,1921,21,91.48,82,50842,Norte
101963,309,2,154.5,71,53223,Oeste
101964,1914,18,106.33,60,64107,Norte
101965,413,3,137.67,85,92671,Centro
101966,3515,41,85.73,59,132416,Norte
101967,628,5,125.6,77,47317,Este
101968,2167,24,90.29,79,47539,Centro
101969,7825,53,147.64,91,54733,Norte
101970,3877,56,69.23,71,56315,Centro
101971,385,4,96.25,83,92397,Este
101972,6091,123,49.52,74,142555,Centro
101973,15301,102,150.01,73,59060,Centro
101974,495,7,70.71,73,100762,Centro
101975,1167,10,116.7,66,126587,Oeste
101976,13386,94,142.4,67,52911,Oeste
101977,6489,100,64.89,66,118506,Sur
101978,1107,11,100.64,67,61103,Norte
101979,669,11,60.82,70,147798,Norte
101980,1490,19,78.42,77,120605,Centro
101981,484,6,80.67,85,83156,Este
101982,474,4,118.5,79,121998,Norte
101983,1555,17,91.47,90,82959,Oeste
101984,280,2,140,52,40954,Norte
101985,6178,77,80.23,79,79868,Norte
101986,9493,123,77.18,83,60480,Norte
101987,2099,16,131.19,73,81522,Este
101988,1501,23,65.26,75,104908,Centro
101989,6666,75,88.88,73,62073,Este
101990,997,8,124.62,71,112652,Centro
101991,9655,94,102.71,82,166196,Norte
101992,4461,55,81.11,96,121439,Este
101993,696,9,77.33,79,118099,Sur
101994,4737,56,84.59,75,40078,Sur
101995,1411,13,108.54,83,97746,Centro
101996,374,4,93.5,74,114705,Este
101997,1666,13,128.15,77,83013,Este
101998,8996,64,140.56,74,89005,Sur
101999,2090,14,149.29,82,137471,Centro
102000,1543,18,85.72,71,110072,Centro
102001,720,7,102.86,76,106707,Este
102002,1982,23,86.17,98,78999,Norte
102003,7264,77,94.34,80,65669,Centro
102004,282,3,94,79,49975,Norte
102005,1408,10,140.8,77,94112,Este
102006,1151,12,95.92,74,30000,Centro
102007,580,7,82.86,66,82445,Sur
102008,674,8,84.25,77,101098,Este
102009,5369,58,92.57,66,30000,Norte
102010,1603,33,48.58,68,44815,Sur
102011,8712,90,96.8,71,135861,Centro
102012,260,5,52,78,155393,Sur
102013,381,3,127,73,149690,Norte
102014,2610,23,113.48,70,41035,Sur
102015,143,1,143,78,60396,Este
102016,6890,118,58.39,80,156269,Oeste
102017,1814,14,129.57,66,119838,Sur
102018,3551,82,43.3,79,57576,Este
102019,385,6,64.17,80,94321,Norte
102020,1494,16,93.38,64,60180,Norte
102021,3876,28,138.43,82,64520,Centro
102022,3512,50,70.24,91,30000,Centro
102023,1915,16,119.69,81,30000,Centro
102024,373,3,124.33,88,71328,Este
102025,1380,27,51.11,90,71126,Norte
102026,7572,166,45.61,70,95067,Norte
102027,104,1,104,63,112578,Sur
102028,1443,16,90.19,81,30000,Centro
102029,8534,70,121.91,82,160228,Norte
102030,6080,48,126.67,72,65028,Norte
102031,488,8,61,78,30000,Sur
102032,532,4,133,81,74549,Centro
102033,593,14,42.36,73,53553,Centro
102034,561,7,80.14,69,108088,Oeste
102035,10796,85,127.01,80,101690,Oeste
102036,464,4,116,81,71001,Sur
102037,443,8,55.38,72,62891,Este
102038,461,5,92.2,76,89266,Sur
102039,667,6,111.17,87,32667,Centro
102040,139,1,139,65,30335,Centro
102041,3724,41,90.83,66,31727,Este
102042,20243,296,68.39,73,79588,Norte
102043,1942,14,138.71,73,70425,Oeste
102044,596,6,99.33,85,123374,Norte
102045,913,9,101.44,85,153173,Sur
102046,2978,51,58.39,80,65645,Centro
102047,889,8,111.12,70,78186,Centro
